id,reg,active,serial,hexIcao,airlineName,iataCodeShort,icaoCode,model,modelCode,numSeats,rolloutDate,firstFlightDate,deliveryDate,registrationDate,typeName,numEngines,engineType,isFreighter,productionLine,ageYears,verified,numRegistrations,firstRegistrationDate
2122016,N710PS,True,10167,A97D63,PSA Airlines,,,,CRJ-701ER,,,,2004-10-27,2005-02-02,Canadair CRJ-701ER,,,False,,20.4,True,2,2004-10-27
2133545,N8909L,True,42689,AC48F2,Southwest Airlines,7M8,B38M,B38M,737-8MAX,175,,,2023-12-21,2023-12-21,Boeing 737 MAX 8,2,Jet,False,Boeing 737 MAX,1.2,True,1,2023-12-21
2122082,N706SK,True,10149,A96C72,SkyWest Airlines,,,,CRJ-701ER,,,,2004-06-04,2004-06-04,Canadair CRJ-701ER,,,False,,20.8,True,1,2004-06-04
606,N714US,True,1046,A98CBC,American Airlines,319,A319,A319,319-112,124,1999-07-06,1999-07-06,1999-07-13,2015-04-08,Airbus A319,2,Jet,False,Airbus A319,25.7,True,2,1999-07-13
14556,N26952,True,36403,A2A38E,United Airlines,789,B789,B789,B787-9,252,2015-02-05,2015-02-05,2015-02-19,2015-02-19,Boeing 787-9,2,Jet,False,Boeing 787,10.1,True,1,2015-02-19
11354,N907DN,True,32010,AC8985,Delta Air Lines,737,,B739,B737-932ER,,2018-11-02,2018-11-02,2018-11-09,2018-11-09,Boeing 737,2,Jet,False,Boeing 737,6.4,True,1,2018-11-09
2117463,N532GJ,True,10219,A6B87A,GoJet Airlines,,,,CRJ-550,50,,,,2020-12-13,Canadair Regional Jet,,,False,,,True,2,2005-07-29
2133450,N540DE,True,11475,A6D83C,Delta Air Lines,32Q,A21N,A21N,321-271NX,,,2023-11-16,2023-12-07,2023-12-07,Airbus A321 NEO,2,Jet,False,Airbus A321 NEO,1.3,True,1,2023-12-07
18818,N69806,True,42742,A94AE5,United Airlines,739,B739,B739,B737-924ER,179,2013-10-11,2013-10-11,2013-10-24,2013-10-24,Boeing 737-900,2,Jet,False,Boeing 737 NG,11.4,True,1,2013-10-24
22810,N156UW,True,5684,A0E250,American Airlines,321,A321,A321,321-211,187,2013-06-26,2013-06-26,2013-07-23,2015-04-08,Airbus A321,2,Jet,False,Airbus A321,11.7,True,2,2013-07-23
1748266,N430SW,False,7523,A524C3,SkyWest Airlines,CR2,CRJ2,CRJ2,CRJ-200LR,,,,2001-07-19,2001-07-19,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,23.6,True,1,2001-07-19
52873,N24980,True,66138,A254F7,United Airlines,789,B789,B789,B787-9,257,2020-06-30,,,2020-08-01,Boeing 787-9,2,Jet,False,Boeing 787,4.7,True,1,2020-08-01
9491,N903AN,True,29505,AC7A5E,American Airlines,738,B738,B738,737-823,,1999-01-31,1999-01-31,1999-02-16,1999-02-16,Boeing 737-800,2,Jet,False,Boeing 737 NG,26.1,True,1,1999-02-16
24527,N9025B,True,6393,AC79A3,American Airlines,31W,A319,A319,319-115,128,2014-12-08,2014-12-08,2014-12-17,2014-12-17,Airbus A319,2,Jet,False,Airbus A319,10.3,True,1,2014-12-17
2115507,N813SK,True,15099,AB161B,SkyWest Airlines,CR9,CRJ9,CRJ9,CRJ-900LR,76,,,2007-01-19,2007-01-19,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,18.1,True,1,2007-01-19
11250,N807DN,True,31921,AAFC36,Delta Air Lines,739,B739,B739,B737-932ER,180,2013-11-14,2013-11-14,2013-11-14,2013-11-14,Boeing 737-900,2,Jet,False,Boeing 737 NG,11.3,True,1,2013-11-14
2121614,N312DU,True,55170,A34E9D,Delta Air Lines,223,BCS3,BCS3,220-371,130,,2022-09-06,2022-09-30,2022-09-30,Airbus A220-300,2,Jet,False,Airbus A220,2.5,True,1,2022-09-30
26154,N415AW,True,7593,A4E6C8,Air Wisconsin,CR2,CRJ2,CRJ2,CRJ-200LR,50,,2001-12-01,2001-12-13,2001-12-13,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,23.3,True,1,2001-12-13
10735,N6713Y,True,30777,A8E247,Delta Air Lines,752,B752,B752,B757-232,199,2000-10-16,2000-10-16,2000-10-31,2006-05-01,Boeing 757-200,2,Jet,False,Boeing 757,24.4,True,3,2000-10-31
15560,N29961,True,37811,A31A2D,United Airlines,789,B789,B789,B787-9,252,2015-10-30,2015-11-01,2015-11-24,2015-11-25,Boeing 787-9,2,Jet,False,Boeing 787,9.4,True,1,2015-11-25
2122853,N8883Q,True,67965,AC3E5D,Southwest Airlines,7M8,B38M,B38M,737-8MAX,,,2023-06-11,2023-07-05,2023-07-05,Boeing 737 MAX 8,2,Jet,False,Boeing 737 MAX,1.8,True,1,2023-07-05
3361,N404YX,True,17000367,A4BDB9,Republic Airways,E75,E175,E175,175LR,76,2013-07-29,,2013-08-20,2013-08-23,Embraer 175,2,Jet,False,Embraer ERJ170,11.6,True,1,2013-08-23
2121252,N936AK,True,43379,ACFBFD,Alaska Airlines,7M9,B39M,B39M,737-9MAX,178,,2022-05-10,2022-06-10,2022-06-10,Boeing 737 MAX 9,2,Jet,False,Boeing 737 MAX,2.8,True,1,2022-06-10
183558,N306SP,True,44480,A3373A,American Airlines,738,B738,B738,B737-8MAX,172,2019-11-14,,,2021-01-13,Boeing 737-800,2,Jet,False,Boeing 737 NG,5.3,True,1,2021-01-13
31639,N389DN,True,9057,A47D11,Delta Air Lines,321,A321,A321,321-211,191,2020-02-12,,,2020-02-21,Airbus A321,2,Jet,False,Airbus A321,5.1,True,1,2020-02-21
18794,N698NK,True,4270,A949A4,Spirit Airlines,320,A320,A320,320-232,178,2010-04-02,2010-04-02,2010-04-28,2019-10-02,Airbus A320,2,Jet,False,Airbus A320,14.9,True,4,2010-04-28
1784,N769US,True,1391,AA64CA,American Airlines,319,A319,A319,319-112,128,2000-11-24,2000-11-24,2000-12-18,2015-04-08,Airbus A319,2,Jet,False,Airbus A319,24.3,True,2,2000-12-18
3047,N850UA,False,1653,ABA91B,United Airlines,319,A319,A319,319-131,128,2002-01-24,2002-01-24,2002-02-08,2002-02-08,Airbus A319,2,Jet,False,Airbus A319,23.1,True,1,2002-02-08
9019,N16234,True,28946,A0FBFA,United Airlines,738,B738,B738,B737-824,,1999-07-15,1999-07-15,1999-08-04,2011-11-30,Boeing 737-800,2,Jet,False,Boeing 737 NG,25.7,True,2,1999-08-04
15177,N766JB,True,3724,AA589C,JetBlue Airways,320,A320,A320,320-232,162,2008-11-27,2008-11-27,2008-12-12,2008-12-12,Airbus A320,2,Jet,False,Airbus A320,16.3,True,1,2008-12-12
8856,N24715,True,28786,A24C99,United Airlines,73G,B737,B737,B737-724,126,1998-09-28,1998-09-28,1998-10-01,2011-11-30,Boeing 737-700,2,Jet,False,Boeing 737 NG,26.5,True,3,1998-10-01
14087,N506AS,True,35690,A6504B,Alaska Airlines,738,B738,B738,B737-890,,2008-05-31,2008-05-31,2008-06-06,2008-06-06,Boeing 737-800,2,Jet,False,Boeing 737 NG,16.8,True,1,2008-06-06
1749387,N567NN,True,15354,A74224,PSA Airlines,CR9,CRJ9,CRJ9,CRJ-900LR,76,2015-02-10,2015-02-10,2015-02-18,2015-02-18,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,10.1,True,1,2015-02-18
3382,N106SY,True,17000399,A01CA5,SkyWest Airlines,E75,E175,E175,175LR,,2014-04-23,2014-04-23,2014-05-08,2014-05-10,Embraer 175,2,Jet,False,Embraer ERJ170,10.9,True,1,2014-05-10
2117313,N236NN,True,17000572,A22003,Envoy Air,E75,E175,E175,175LR,12,2016-06-21,,,2016-07-13,Embraer 175,2,Jet,False,Embraer ERJ170,8.7,True,1,2016-07-13
13679,N577AS,True,35186,A7687B,Alaska Airlines,738,B738,B738,B737-890,,2007-03-13,2007-03-13,2007-03-28,2007-03-28,Boeing 737-800,2,Jet,False,Boeing 737 NG,18.0,True,1,2007-03-28
2879,N483UA,True,1586,A5F581,United Airlines,320,A320,A320,320-232,2,2001-09-07,2001-09-07,2001-12-13,2009-01-04,Airbus A320,2,Jet,False,Airbus A320,23.5,True,3,2001-12-13
185544,N24979,True,66141,A254DD,United Airlines,789,B789,B789,B787-9,257,2020-04-17,,,2020-04-30,Boeing 787-9,2,Jet,False,Boeing 787,4.9,True,1,2020-04-30
2144728,N656FR,True,12261,A8A391,Frontier Airlines,32Q,A21N,A21N,321-271NX,,,,2024-11-14,2024-11-14,Airbus A321 NEO,2,Jet,False,Airbus A321 NEO,0.3,True,1,2024-11-14
2115882,N247NN,True,17000619,A24B39,Envoy Air,E75,E175,E175,175LR,76,2016-11-19,,,2016-12-14,Embraer 175,2,Jet,False,Embraer ERJ170,8.3,True,1,2016-12-14
15024,N8317M,True,36992,AB5F6A,Southwest Airlines,738,B738,B738,B737-8H4,,2012-07-18,2012-07-18,2012-08-01,2012-08-01,Boeing 737-800,2,Jet,False,Boeing 737 NG,12.6,True,1,2012-08-01
30931,N177SY,True,17000535,A134D5,SkyWest Airlines,E75,E175,E175,175LR,,2016-01-13,,,2016-01-22,Embraer 175,2,Jet,False,Embraer ERJ170,9.2,True,1,2016-01-22
12316,N75425,True,33460,AA2BA1,United Airlines,739,B739,B739,B737-924ER,167,2008-06-23,2008-06-23,2008-06-30,2011-11-30,Boeing 737-900,2,Jet,False,Boeing 737 NG,16.7,True,2,2008-06-30
1751490,N403QX,False,4037,A4B93A,Horizon Air,DH4,DH8D,DHC8,DHC-8 402,76,,,2001-02-20,2001-02-20,De Havilland Canada DHC-8-400 Dash 8Q,2,Turboprop,False,Bombardier DHC-8,24.1,True,2,2001-02-20
17454,N477AS,True,40716,A5DB2C,Alaska Airlines,737,,B739,B737-990ER,178,2015-06-07,2015-06-07,2015-06-18,2015-06-18,Boeing 737,2,Jet,False,Boeing 737,9.8,True,1,2015-06-18
2133001,N3115J,True,55181,A34D98,JetBlue Airways,223,BCS3,BCS3,220-371,140,,2022-11-22,2022-12-13,2022-12-13,Airbus A220-300,2,Jet,False,Airbus A220,2.3,True,1,2022-12-13
2144745,N356TX,True,44494,A3FCD6,American Airlines,7M8,B38M,B38M,737-8MAX,,,,2024-11-21,2024-11-21,Boeing 737 MAX 8,2,Jet,False,Boeing 737 MAX,0.3,True,1,2024-11-21
2133082,N947AK,True,67506,AD2733,Alaska Airlines,7M9,B39M,B39M,737-9MAX,178,,2023-08-17,2023-09-07,2023-09-07,Boeing 737 MAX 9,2,Jet,False,Boeing 737 MAX,1.6,True,1,2023-09-07
185392,N625CA,True,10113,A82903,SkyWest Airlines,CR7,CRJ7,CRJ7,CRJ-701ER,69,,,,2012-10-01,Canadair CRJ 700,2,Jet,False,Canadair CRJ 700,,True,2,2003-08-29
28134,N821UA,True,944,AB3655,United Airlines,319,A319,A319,319-131,,1998-12-21,1998-12-21,1999-01-21,1999-01-21,Airbus A319,2,Jet,False,Airbus A319,26.2,True,1,1999-01-21
27895,N395DZ,True,9126,A495BF,Delta Air Lines,321,A321,A321,321-211,,2019-08-22,2019-08-22,2019-08-29,2019-08-29,Airbus A321,2,Jet,False,Airbus A321,5.6,True,1,2019-08-29
26572,N464AW,True,7890,A5A88C,Air Wisconsin,CR2,CRJ2,CRJ2,CRJ-200ER,50,,,2004-01-14,2004-01-14,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,21.2,True,1,2004-01-14
18819,N69810,True,42744,A94B02,United Airlines,739,B739,B739,B737-924ER,,2013-12-08,2013-12-08,2013-12-19,2013-12-19,Boeing 737-900,2,Jet,False,Boeing 737 NG,11.3,True,1,2013-12-19
1963,N682AE,True,145826,A90AAA,Piedmont Airlines,ER4,E145,E145,145LR,,,,2004-07-22,2017-10-03,Embraer 145,2,Jet,False,Embraer ERJ145,20.6,True,3,2004-07-22
11029,N305NX,True,31253,A33327,American Airlines,738,B738,B738,B737-823,160,2016-10-27,2016-10-27,2016-11-14,2016-11-14,Boeing 737-800,2,Jet,False,Boeing 737 NG,8.4,True,1,2016-11-14
11322,N876DN,True,31987,AC0CF8,Delta Air Lines,737,,B739,B737-932ER,180,2017-03-29,2017-03-29,2017-04-07,2017-04-07,Boeing 737,2,Jet,False,Boeing 737,8.0,True,1,2017-04-07
10112,N35407,True,30124,A3F621,United Airlines,739,B739,B739,B737-924,,2001-09-05,2001-09-05,2001-09-20,2011-11-30,Boeing 737-900,2,Jet,False,Boeing 737 NG,23.5,True,2,2001-09-20
6611,N649UA,True,25286,A8886D,United Airlines,763,B763,B763,B767-322ER,214,1992-07-10,1992-07-10,1992-07-27,1992-07-27,Boeing 767-300,2,Jet,False,Boeing 767,32.7,True,1,1992-07-27
17389,N820AL,False,40639,AB30E6,American Airlines,789,B789,B789,B787-9,285,2016-08-07,2016-08-07,2016-09-13,2016-09-13,Boeing 787-9,2,Jet,False,Boeing 787,8.6,False,1,2016-09-13
1748399,N872AN,True,65992,ABFDD1,American Airlines,788,B788,B788,B787-8,234,2020-07-13,,,2020-10-05,Boeing 787-8,2,Jet,False,Boeing 787,4.7,True,1,2020-10-05
31217,N29977,True,66136,A31A56,United Airlines,789,B789,B789,B787-9,257,2020-02-17,,,2020-02-27,Boeing 787-9,2,Jet,False,Boeing 787,5.1,True,1,2020-02-27
2118308,N543GJ,True,10256,A6E3B0,GoJet Airlines,,,,CRJ-550,70,,,,2019-09-10,Canadair Regional Jet,,,False,,,True,2,2006-04-28
7866,N17126,True,27566,A11FA1,United Airlines,752,B752,B752,B757-224,,1998-02-02,1998-02-02,1998-02-20,2011-04-15,Boeing 757-200,2,Jet,False,Boeing 757,27.1,True,2,1998-02-20
1747040,N441SW,True,7602,A54FF9,SkyWest Airlines,CR2,CRJ2,CRJ2,CRJ-200LR,,,,2002-01-17,2023-03-18,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,23.1,True,2,2002-01-17
18408,N127UW,True,4202,A06F8A,American Airlines,320,A320,A320,320-214,150,2010-02-17,2010-02-17,2010-02-25,2015-04-08,Airbus A320,2,Jet,False,Airbus A320,15.1,True,2,2010-02-25
14702,N290WN,True,36632,A2F77B,Southwest Airlines,73G,B737,B737,B737-7H4,,2007-08-14,2007-08-14,2007-08-23,2007-08-23,Boeing 737-700,2,Jet,False,Boeing 737 NG,17.6,True,1,2007-08-23
2122630,N981NK,True,11433,ADB011,Spirit Airlines,32N,A20N,A20N,320-271N,182,,,2023-05-31,2023-05-31,Airbus A320 NEO,2,Jet,False,Airbus A320 NEO,1.8,True,1,2023-05-31
9460,N76065,True,29460,AA44D0,United Airlines,764,B764,B764,B767-424ER,242,2002-04-28,2002-04-28,2002-05-01,2011-11-30,Boeing 767-400,2,Jet,False,Boeing 767,22.9,True,2,2002-05-01
10085,N972AN,True,30097,AD8B20,American Airlines,738,B738,B738,B737-823,2,2001-08-28,2001-08-28,2001-09-24,2001-09-24,Boeing 737-800,2,Jet,False,Boeing 737 NG,23.5,True,1,2001-09-24
10533,N776WN,False,30591,AA8152,Southwest Airlines,73G,B737,B737,737-7H4,143,2000-07-14,2000-07-14,2000-07-28,2000-07-28,Boeing 737-700,2,Jet,False,Boeing 737 NG,24.7,True,1,2000-07-28
3365,N408YX,True,17000371,A4CC95,Republic Airways,E75,E175,E175,175LR,,,,2013-09-24,2013-09-26,Embraer 175,2,Jet,False,Embraer ERJ170,11.5,True,1,2013-09-26
11834,N7821L,True,32748,AA9A7A,Southwest Airlines,73G,B737,B737,B737-7CT,,2002-12-20,2002-12-20,2003-01-16,2014-12-12,Boeing 737-700,2,Jet,False,Boeing 737 NG,22.2,True,2,2003-01-16
14196,N7741C,True,35788,AA7A61,Southwest Airlines,73G,B737,B737,B737-7BD,,2007-01-30,2007-01-30,2007-02-12,2013-07-15,Boeing 737-700,2,Jet,False,Boeing 737 NG,18.1,True,2,2007-02-12
15037,N8325D,True,37003,AB62D3,Southwest Airlines,738,B738,B738,B737-8H4,,2012-11-10,2012-11-10,2012-11-16,2012-11-16,Boeing 737-800,2,Jet,False,Boeing 737 NG,12.3,True,1,2012-11-16
27435,N694NK,True,8632,A93AC8,Spirit Airlines,320,A320,A320,320-232,182,2018-12-05,2018-12-05,2018-12-18,2018-12-18,Airbus A320,2,Jet,False,Airbus A320,6.3,True,1,2018-12-18
10331,N385DN,True,30348,A46E35,Delta Air Lines,738,B738,B738,B737-832,,1999-10-28,1999-10-28,1999-11-19,1999-11-19,Boeing 737-800,2,Jet,False,Boeing 737 NG,25.4,True,1,1999-11-19
24827,N136AN,True,6532,A09188,American Airlines,321,A321,A321,321-231,181,2015-04-17,2015-04-17,2015-04-29,2015-04-30,Airbus A321,2,Jet,False,Airbus A321,9.9,True,1,2015-04-30
2116963,N8806Q,True,65471,AC210E,Southwest Airlines,738,B738,B738,B737-8MAX,175,2019-10-14,,,2021-03-12,Boeing 737-800,2,Jet,False,Boeing 737 NG,5.4,True,1,2021-03-12
182995,N658CA,True,10148,A8AAA5,SkyWest Airlines,CR7,CRJ7,CRJ7,CRJ-701ER,69,,,,2020-08-05,Canadair CRJ 700,2,Jet,False,Canadair CRJ 700,,True,5,2004-05-12
9613,N373DA,True,29621,A43F3C,Delta Air Lines,738,B738,B738,B737-832,,1998-09-26,1998-09-26,1998-10-27,1998-10-27,Boeing 737-800,2,Jet,False,Boeing 737 NG,26.5,True,1,1998-10-27
1731,N765US,True,1371,AA55EE,American Airlines,319,A319,A319,319-112,,2000-11-10,2000-11-10,2000-11-22,2015-04-08,Airbus A319,2,Jet,False,Airbus A319,24.3,True,2,2000-11-22
28893,N523NK,False,2898,A69549,Spirit Airlines,32D,A319,A319,319-132,,2006-10-05,2006-10-05,2006-11-10,2006-11-10,Airbus A319,2,Jet,False,Airbus A319,18.4,True,1,2006-11-10
184903,N162PQ,True,15162,A0FA70,SkyWest Airlines,CR9,CRJ9,CRJ9,CRJ-900LR,70,,,2008-02-01,2013-05-07,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,17.1,True,2,2008-02-01
14750,N963WN,True,36676,AD694C,Southwest Airlines,73G,B737,B737,B737-7H4,143,2011-07-18,2011-07-18,2011-08-01,2011-08-01,Boeing 737-700,2,Jet,False,Boeing 737 NG,13.6,True,1,2011-08-01
26217,N419AW,True,7633,A4F5A4,Air Wisconsin,CR2,CRJ2,CRJ2,CRJ-200ER,,,2002-04-01,2002-04-12,2002-04-12,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,22.9,True,1,2002-04-12
2121948,N522DA,True,11154,A690A8,Delta Air Lines,32Q,A21N,A21N,321-271NX,194,,2022-11-29,2022-12-15,2022-12-15,Airbus A321 NEO,2,Jet,False,Airbus A321 NEO,2.3,True,1,2022-12-15
2117184,N980SW,True,7955,ADACC9,West Air (USA),CR2,CRJ2,CRJ2,CRJ-200LR,,,,2004-07-21,2004-07-21,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,20.6,True,1,2004-07-21
13602,N7886A,True,35122,AAB169,Southwest Airlines,73G,B737,B737,B737-752,143,2007-07-30,2007-07-30,2007-08-21,2018-01-31,Boeing 737-700,2,Jet,False,Boeing 737 NG,17.6,True,2,2007-08-21
26185,N900UW,True,7617,AC7103,American Airlines,321,A321,A321,321-231,190,2017-03-29,2017-03-29,2017-04-08,2017-04-08,Airbus A321,2,Jet,False,Airbus A321,8.0,True,1,2017-04-08
2122069,N702PS,True,10135,A95D52,PSA Airlines,,,,CRJ-701ER,65,,,2004-03-23,2004-03-23,Canadair CRJ-701ER,,,False,,21.0,True,1,2004-03-23
170348,N445AA,True,10728,A55D31,American Airlines,32Q,A21N,A21N,321-253NX,196,2022-02-07,,,2022-02-18,Airbus A321 NEO,2,Jet,False,Airbus A321 NEO,3.1,True,1,2022-02-18
11629,N900WN,True,32544,AC712D,Southwest Airlines,73G,B737,B737,B737-7H4,,2007-11-30,2007-11-30,2007-12-10,2007-12-10,Boeing 737-700,2,Jet,False,Boeing 737 NG,17.3,True,1,2007-12-10
2121873,N614SK,True,10051,A7FF34,SkyWest Airlines,,,,CRJ-701ER,65,,,2002-07-31,2007-02-01,Canadair CRJ-701ER,,,False,,22.6,True,2,2002-07-31
8669,N7816B,False,28009,AA9769,Southwest Airlines,73G,B737,B737,737-7L9,189,2010-03-21,1999-02-24,1999-02-27,2015-05-28,Boeing 737-700,2,Jet,False,Boeing 737 NG,15.0,True,7,1999-02-27
184050,N27251,True,43931,A2B10B,United Airlines,738,B738,B738,B737-8MAX,166,2021-06-10,,,2021-06-27,Boeing 737-800,2,Jet,False,Boeing 737 NG,3.8,True,1,2021-06-27
10677,N7853B,True,30707,AAA5DC,Southwest Airlines,73G,B737,B737,B737-7Q8,143,2001-10-01,2001-10-01,2001-10-17,2017-04-18,Boeing 737-700,2,Jet,False,Boeing 737 NG,23.4,True,4,2001-10-17
24069,N913US,True,6255,ACA3A3,American Airlines,321,A321,A321,321-231,187,2014-08-26,2014-08-26,2014-08-30,2014-08-30,Airbus A321,2,Jet,False,Airbus A321,10.5,True,1,2014-08-30
2116736,N259NN,True,17000682,A27A26,Envoy Air,E75,E175,E175,175LR,76,2017-07-21,,,2017-08-26,Embraer 175,2,Jet,False,Embraer ERJ170,7.6,True,1,2017-08-26
18521,N69847,True,42187,A94B72,United Airlines,737,,B739,B737-924ER,179,2015-03-09,2015-03-09,2015-03-24,2015-03-24,Boeing 737,2,Jet,False,Boeing 737,10.0,True,1,2015-03-24
8750,N57016,True,28679,A75103,United Airlines,772,B772,B772,B777-224ER,276,2000-04-25,2000-04-25,2000-05-05,2011-04-01,Boeing 777-200,2,Jet,False,Boeing 777,24.9,True,2,2000-05-05
13677,N569AS,True,35184,A7486A,Alaska Airlines,738,B738,B738,B737-890,159,2007-02-14,2007-02-14,2007-03-05,2007-03-05,Boeing 737-800,2,Jet,False,Boeing 737 NG,18.1,True,1,2007-03-05
624,N715UW,True,1051,A99077,American Airlines,319,A319,A319,319-112,124,1999-06-29,1999-06-29,1999-07-27,2015-04-08,Airbus A319,2,Jet,False,Airbus A319,25.7,True,2,1999-07-27
14956,N8519R,True,36910,ABAEB2,Southwest Airlines,738,B738,B738,B737-8H4,175,2017-01-14,2017-01-14,2017-01-24,2017-01-25,Boeing 737-800,2,Jet,False,Boeing 737 NG,8.2,True,1,2017-01-25
11255,N815DN,True,31926,AB1C47,Delta Air Lines,739,B739,B739,B737-932ER,1,2014-01-24,2014-01-24,2014-02-06,2014-02-06,Boeing 737-900,2,Jet,False,Boeing 737 NG,11.1,True,1,2014-02-06
2144609,N648FR,True,12000,A88380,Frontier Airlines,32Q,A21N,A21N,321-271NX,240,,,2024-10-09,2024-10-09,Airbus A321 NEO,2,Jet,False,Airbus A321 NEO,0.4,True,1,2024-10-09
13366,N709JB,True,3488,A976C7,JetBlue Airways,320,A320,A320,320-232,150,2008-04-18,2008-04-18,2008-05-08,2008-05-08,Airbus A320,2,Jet,False,Airbus A320,16.9,True,1,2008-05-08
1748480,N701BR,False,7448,A9586E,Contour Aviation,CR2,CRJ2,CRJ2,CRJ-200LR,46,,,2000-11-21,2024-02-20,Canadair CRJ 200,2,Jet,False,Canadair CRJ 100,24.3,True,6,2000-11-21
8835,N23707,True,28768,A224F9,United Airlines,73G,B737,B737,B737-724,,1998-05-01,1998-05-01,1998-05-27,2011-11-30,Boeing 737-700,2,Jet,False,Boeing 737 NG,26.9,True,2,1998-05-27
2116830,N520GJ,True,10065,A6898D,GoJet Airlines,,,,CRJ-550,,,,,2020-04-24,Canadair Regional Jet,,,False,,,True,6,2002-11-13
2117513,N8702L,True,36989,ABF8FF,Southwest Airlines,738,B738,B738,B737-8 MAX,175,2016-03-04,,,2018-10-01,Boeing 737-800,2,Jet,False,Boeing 737 NG,9.0,True,1,2018-10-01
18214,N469AS,True,41702,A5BB1B,Alaska Airlines,739,B739,B739,B737-990ER,,2014-08-05,2014-08-05,2014-08-15,2014-08-15,Boeing 737-900,2,Jet,False,Boeing 737 NG,10.6,True,1,2014-08-15
2114563,N128AN,False,28,,AnstWW,AB3,A30B,A30B,300B4-103,,1976-04-16,,,1997-07-23,Airbus A300,2,Jet,False,Airbus A300,48.9,True,4,1976-07-08
2833,N842UA,False,1569,AB890A,United Airlines,319,A319,A319,319-131,,2001-07-27,2001-07-27,2001-09-04,2001-09-04,Airbus A319,2,Jet,False,Airbus A319,23.6,True,1,2001-09-04
20033,N1802U,False,46601,,United Airlines,D1X,DC10,DC10,DC10-10F,,1971-03-08,1971-03-08,1971-07-29,1971-07-29,Douglas DC-10-10 Freighter,3,Jet,True,McDonnell Douglas DC-10,54.0,True,2,1971-07-29
3374,N416YX,True,17000381,A4ECA6,Republic Airways,E75,E175,E175,175LR,76,,,2013-12-03,2013-12-13,Embraer 175,2,Jet,False,Embraer ERJ170,11.3,True,1,2013-12-13
1748135,N924AK,True,43333,ACCD10,Alaska Airlines,739,B739,B739,B737-9MAX,178,2021-10-21,,,2021-11-02,Boeing 737-900,2,Jet,False,Boeing 737 NG,3.4,True,1,2021-11-02
14793,N7750A,True,36716,AA7DF3,Southwest Airlines,73G,B737,B737,B737-7BD,143,2008-01-23,2008-01-23,2008-02-05,2014-08-20,Boeing 737-700,2,Jet,False,Boeing 737 NG,17.1,True,2,2008-02-05
83280,N3008J,True,55099,A322CB,JetBlue Airways,223,BCS3,BCS3,220-371,140,2020-12-09,,,2020-12-31,Airbus A220-300,2,Jet,False,Airbus A220,4.3,True,1,2020-12-31
24417,N8531Q,True,63575,ABB507,Southwest Airlines,738,B738,B738,B737-8H4,175,2017-05-14,2017-05-14,2017-06-01,2017-05-25,Boeing 737-800,2,Jet,False,Boeing 737 NG,7.8,True,1,2017-05-25
9945,N779AN,True,29955,AA8A83,American Airlines,772,B772,B772,B777-223ER,273,1999-06-14,1999-06-14,1999-06-27,1999-06-27,Boeing 777-200,2,Jet,False,Boeing 777,25.7,True,1,1999-06-27
96294,N113DX,True,10100,A037B9,Delta Air Lines,321,A321,A321,321-211,191,2021-03-19,,,2021-04-01,Airbus A321,2,Jet,False,Airbus A321,4.0,True,1,2021-04-01
10449,N3752,True,30492,A448FC,Delta Air Lines,738,B738,B738,B737-832,,2001-07-02,2001-07-02,2001-07-20,2001-07-20,Boeing 737-800,2,Jet,False,Boeing 737 NG,23.7,True,1,2001-07-20
90017,N37528,True,64502,A4491D,United Airlines,739,B739,B739,B737-9MAX,179,2019-10-06,,,2021-02-08,Boeing 737-900,2,Jet,False,Boeing 737 NG,5.4,True,1,2021-02-08
7596,N657UA,True,27112,A8A87E,United Airlines,763,B763,B763,B767-322ER,214,1993-02-10,1993-02-10,1993-03-01,1993-03-01,Boeing 767-300,2,Jet,False,Boeing 767,32.1,True,1,1993-03-01
2115618,N224NN,True,17000536,A1F116,Envoy Air,E75,E175,E175,175LR,,2016-01-18,,,2016-02-02,Embraer 175,2,Jet,False,Embraer ERJ170,9.1,True,1,2016-02-02
30895,N114SY,True,17000410,A03CB6,SkyWest Airlines,E75,E175,E175,175LR,76,,,,2014-07-04,Embraer 175,2,Jet,False,Embraer ERJ170,,True,1,2014-07-04
26721,N954XV,True,7999,AD45A4,American Airlines,321,A321,A21N,321-253N,190,2017-11-28,2017-11-28,2017-12-02,2024-04-05,Airbus A321,2,Jet,False,Airbus A321,7.3,True,4,2017-12-02
11042,N343PN,True,31270,A3C9C5,American Airlines,738,B738,B738,B737-823,160,2017-07-16,2017-07-16,2017-08-28,2017-07-28,Boeing 737-800,2,Jet,False,Boeing 737 NG,7.7,True,1,2017-07-28
2116836,N575NN,True,15366,A76235,PSA Airlines,CR9,CRJ9,CRJ9,CRJ-900LR,76,2015-04-24,2015-04-24,2015-05-07,2015-05-07,Canadair CRJ 900,2,Jet,False,Canadair CRJ 900,9.9,True,1,2015-05-07
